cf85a9a0-3bf9-45f0-9fa2-1db3751326a6,2022-06-08T11:34:35.762Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
fecc443b-3e44-436b-9c15-f433f3dcc250,2022-06-13T07:14:59.446Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
659f10a1-8d60-4cd8-b94e-dc5ec28928d6,2022-06-09T12:28:01.296Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
32b9efcf-3a5b-4a1e-bc7f-e85361d965bc,2022-09-15T13:00:41.683Z,,INTERMEDIATE,Fast Evolve Bootcamp 3/24,THIRTY,CIRCUIT_STRENGTH
31c14846-d3b4-4428-9637-797ad178d7cb,2022-06-07T14:08:28.080Z,null,BEGINNER,Auto Generated Workout For Movement Mountain Climber,THIRTY,PURE_STRENGTH
38862111-2310-4221-b7e3-7b6ecd7e4bdb,2022-06-13T12:08:27.930Z,null,BEGINNER,Auto Generated Workout For Movement Split Squat,THIRTY,PURE_STRENGTH
b99bef30-23ad-4dbf-9123-eb54beb04693,2022-06-08T18:33:12.681Z,,ADVANCED,Pump it ,TEN,MUSCLE_ENDURANCE
930b64c3-4bcc-49b0-a50d-22cc6c2038aa,2022-06-08T10:46:18.763Z,null,BEGINNER,Auto Generated Workout For Movement Tricep Pushdown,THIRTY,PURE_STRENGTH
d375439c-8328-4ab1-b277-5f4302622590,2023-03-08T21:56:01.371Z,,INTERMEDIATE,Upper Reboot 11/12,FORTY_FIVE,CIRCUIT_STRENGTH
9e431d0d-58ee-450b-948c-81ae00665184,2022-06-06T22:18:18.021Z,,INTERMEDIATE,Strong and Lean,TWENTY,MUSCLE_ENDURANCE
f401b9ce-154c-4a6a-9d6e-019e694e97f4,2022-06-09T16:31:14.225Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
8b91e1db-5973-4a30-93d6-6e44936cc0d3,2022-06-07T12:09:51.356Z,null,BEGINNER,Auto Generated Workout For Movement Core Twist,THIRTY,PURE_STRENGTH
797ccac2-63f9-43f8-b3e8-7d8a9e8efc78,2022-04-22T15:58:23.750Z,,INTERMEDIATE,Quick Body Burn ,TEN,MUSCLE_ENDURANCE
ee0df651-45d6-475d-8b59-40d01722c73c,2022-06-14T15:42:23.649Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
ef2da19a-35f8-489f-9811-7500cf82cadc,2022-06-08T12:52:43.628Z,null,BEGINNER,Auto Generated Workout For Movement Core Twist,THIRTY,PURE_STRENGTH
da5ce735-a36e-4c3e-8126-95ecf0b42445,2022-06-14T15:59:30.616Z,null,BEGINNER,Auto Generated Workout For Movement Squat Jump,THIRTY,PURE_STRENGTH
6d6d659b-43c9-49a2-9475-a1f136a2158f,2022-06-13T11:38:43.310Z,null,BEGINNER,Auto Generated Workout For Movement Split Squat,THIRTY,PURE_STRENGTH
1c2f65ac-916a-4220-a8ac-111fe8b4e337,2022-06-08T13:24:26.648Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
46dc94c3-70ae-40c9-972d-508fcc0f3968,2023-03-07T23:05:03.537Z,,INTERMEDIATE,Upper Reboot 2/12,FORTY_FIVE,CIRCUIT_STRENGTH
d7a67ff3-717d-4e79-a5ad-7d51b0359874,2022-06-08T12:28:26.378Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
c3ca201c-631d-4656-a453-71e7be568f97,2022-06-13T13:07:42.992Z,null,BEGINNER,Auto Generated Workout For Movement Hammer Curl,THIRTY,PURE_STRENGTH
d6c872eb-53e9-47bb-a7b0-4a54c0392a33,2022-10-17T17:47:21.917Z,"Unlock your full potential, with a strong and balanced lower body. The foundation for overall power and symmetry.",INTERMEDIATE,Shoulder + Legs 2/4,FORTY_FIVE,PURE_STRENGTH
2cab3224-1d37-408f-87c3-d86a258a3f59,2023-01-12T19:44:54.168Z,A challenging workout designed to target every muscle group and push you to your physical limits.,INTERMEDIATE,Evolve Bootcamp 1/24,THIRTY,CIRCUIT_STRENGTH
b6cf0e08-b75f-42bc-b0af-a49f16c08083,2023-03-07T22:03:12.162Z,The truly full body workout keeps you moving quickly through some big lefts and compound movements.,INTERMEDIATE,Evolve Bootcamp 11/24,FORTY_FIVE,CIRCUIT_STRENGTH
7d0f6b18-2082-4034-a8df-fd4465dd5a80,2022-06-12T15:40:17.921Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
144cb1d8-b115-4a4e-9760-81a421531648,2022-05-06T19:06:01.471Z,,INTERMEDIATE,Toned & Strong,THIRTY,MUSCLE_ENDURANCE
5e1d102c-5174-414e-8df1-6abc81a2a58c,2022-06-07T12:55:40.885Z,null,BEGINNER,Auto Generated Workout For Movement Reverse Fly,THIRTY,PURE_STRENGTH
a9b87965-0fd2-4588-825c-20eb8bc39daa,2022-06-02T13:10:53.335Z,,INTERMEDIATE,Power Zone,THIRTY,HIGH_VOLUME_TRAINING
e08d1c38-0c46-4362-971f-dd47fc303ced,2022-06-12T13:51:11.071Z,null,BEGINNER,Auto Generated Workout For Movement Bent-over Hamstring Curls,THIRTY,PURE_STRENGTH
0554a241-c520-4bf1-93a1-a625a4369661,2023-05-25T23:18:25.451Z,Upper body workout ,INTERMEDIATE,amp workout - Oren,FIFTEEN,PURE_STRENGTH
6132b7a2-47c5-4e38-8820-c7ba9de91a6c,2022-06-07T12:26:43.448Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
82f1f9c5-9546-4229-8e33-096e22d51aef,2022-05-06T19:18:33.431Z,,BEGINNER,Full Body Burn,FORTY_FIVE,HIGH_VOLUME_TRAINING
b0016f98-5559-485f-95ec-c5ff572d0eec,2022-06-14T10:02:38.151Z,null,BEGINNER,Auto Generated Workout For Movement Single Leg Squat,THIRTY,PURE_STRENGTH
2eb806bc-b134-47a3-8713-cd555ff9ff7e,2022-06-12T09:46:48.123Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
b0442c3e-7c05-48b2-80d8-ec114fe27e3f,2022-06-14T16:48:43.387Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
a360ed4a-e7ff-4156-aeaf-1ccff1f284f3,2023-03-08T21:24:29.250Z,,INTERMEDIATE,Upper Reboot 8/12,FORTY_FIVE,CIRCUIT_STRENGTH
48e40537-c100-4568-bef7-3bb0a4665110,2022-06-22T16:48:41.650Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
2f25dd97-7b60-483d-9685-d82346577f7b,2022-06-08T13:12:47.872Z,null,BEGINNER,Auto Generated Workout For Movement Tricep Pushdown,THIRTY,PURE_STRENGTH
df5364db-acbc-40a5-9557-fc748a58c977,2022-06-12T15:23:07.290Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
0901bfdc-9fc4-4540-923a-d97b8b216646,2022-06-08T13:14:37.433Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
897c88e6-d8ad-4d2b-9448-118ccd0d8ca5,2023-04-06T19:21:12.357Z,,BEGINNER,Test,TEN,PURE_STRENGTH
f2f0c2f2-4f7d-4c5b-ae21-334356736b49,2022-05-06T20:47:15.186Z,,INTERMEDIATE,Super Strong,SIXTY,HIGH_VOLUME_TRAINING
95ee09b0-655b-4756-9308-d55558313f89,2022-06-14T16:01:19.451Z,null,BEGINNER,Auto Generated Workout For Movement Glute Pull Through,THIRTY,PURE_STRENGTH
e15c2d41-d608-4467-94a3-93c332170b42,2022-06-07T10:33:07.552Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
8d1cd25d-7593-4619-9394-3fdbfc3512ed,2022-07-06T16:44:05.567Z,null,BEGINNER,Auto Generated Workout For Movement Split Squat,THIRTY,PURE_STRENGTH
c5261640-7475-440e-a3c0-69ce7d0be60a,2022-06-02T13:12:31.714Z,,BEGINNER,Relax & Unwind,TEN,MOBILITY
3fba2a7c-1903-4b47-a2c5-36a1f3a0202c,2022-06-13T13:05:18.337Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
83ae0a73-fc96-4c8f-bfbb-6a404b1430ec,2022-06-14T07:01:57.443Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
9bffd1d5-a608-4f8a-863d-2b59841abced,2022-06-07T14:32:27.181Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
3f886780-726e-4608-a886-d562815f830b,2022-10-12T21:24:14.856Z,Tone your upper body with this workout focused on adequte recovery time ensuring you can give it your all on each set.,INTERMEDIATE,"Amp Workout - Back, Biceps, Abs",TWENTY,PURE_STRENGTH
56670f43-ccc0-4d6a-97c1-2c3a13c7d959,2023-03-08T21:32:59.632Z,,INTERMEDIATE,Upper Reboot 9/12,FORTY_FIVE,CIRCUIT_STRENGTH
e2bc5f3b-7543-4f91-be9b-4ad149dd647c,2022-06-13T13:27:42.121Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
1460fcab-2db5-4c3d-8bce-db79098aaa2b,2022-06-08T12:21:20.710Z,null,BEGINNER,Auto Generated Workout For Movement Reverse Fly,THIRTY,PURE_STRENGTH
17c0ef00-70d3-4aba-b13d-96a096bda4cc,2022-06-08T08:28:35.694Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
9bfd9b1b-823d-462d-ae63-1e60cf39d4d6,2022-06-14T15:53:40.527Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
fa9f5e15-854f-4d43-a870-79a332d83952,2022-06-14T14:45:19.976Z,null,BEGINNER,Auto Generated Workout For Movement Reverse Fly,THIRTY,PURE_STRENGTH
349344e5-310e-44d9-a3ac-f222409298c0,2022-06-07T14:29:19.925Z,null,BEGINNER,Auto Generated Workout For Movement Tricep Pushdown,THIRTY,PURE_STRENGTH
d824fcdd-599b-4ced-b9c4-6de4de79d5ab,2022-06-08T12:17:44.028Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
4515caa7-1dc1-4919-ad13-dfa2b3ed5871,2022-09-29T18:40:09.967Z,This high-effort recovery-focused workout will have you growing your pecs and triceps in no time.,INTERMEDIATE,"Amp Workout - Chest, Triceps, Abs",TWENTY,PURE_STRENGTH
9543ef45-98b4-4740-9f4b-7ad8ff758472,2022-06-08T11:59:15.455Z,null,BEGINNER,Auto Generated Workout For Movement Kneeling Chest Press,THIRTY,PURE_STRENGTH
93ac13cf-9a0d-460a-bff7-4912702bb34e,2022-10-11T04:24:54.418Z,"Get ready to lift heavy, rest hard, and transform your chest and tricep physique like never before.",INTERMEDIATE,Chest + Tricep 3/4,FORTY_FIVE,PURE_STRENGTH
e705ec33-1dd8-4a7f-86c2-f6883868a693,2022-10-28T04:05:43.131Z,,INTERMEDIATE,Circuit Day 8-1,THIRTY,CIRCUIT_STRENGTH
44a3cc8a-1d8e-4e9a-b00e-130922e1eb40,2022-06-13T06:54:02.034Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
4f430ba8-8c06-4767-a943-90cd1d53f64a,2022-06-12T12:21:07.287Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
f635161b-1a09-4707-a65d-a3e9107ff0e6,2023-02-28T22:22:22.526Z,Get after your glutes in this one. Compound movements and supersets will keep you moving while completing some big lifts.,INTERMEDIATE,Evolve Bootcamp 8/24,FORTY_FIVE,CIRCUIT_STRENGTH
83537381-122f-4a14-a692-a41eed6662b3,2022-06-08T03:34:57.386Z,,INTERMEDIATE,Knock it out,TEN,HIGH_VOLUME_TRAINING
7d53e991-cec5-4cc8-bb57-b1852a414850,2023-02-28T21:19:49.014Z,"High volume strength workout aimed to improve muscle strength, endurance and mobility.",INTERMEDIATE,Evolve Bootcamp 3/24,SIXTY,CIRCUIT_STRENGTH
0387aa5a-ee89-4eed-a8bd-c552a248c146,2022-06-02T13:08:46.517Z,,INTERMEDIATE,Daily Grind,THIRTY,HIGH_VOLUME_TRAINING
cea6f95d-f8fa-4791-accf-a8a98f0f28bd,2022-06-28T11:12:58.362Z,null,BEGINNER,Auto Generated Workout For Movement Hammer Curl,THIRTY,PURE_STRENGTH
e174da1b-1d15-4ce9-801e-df029571dc90,2022-05-06T21:19:05.070Z,,BEGINNER,Lengthen + Stretch,TEN,MOBILITY
0ff25939-d04a-41ef-9de7-87697aaa694d,2022-06-07T15:37:02.830Z,null,BEGINNER,Auto Generated Workout For Movement Single Leg Deadlift,THIRTY,PURE_STRENGTH
44ef1b00-075e-426e-9cc0-9594a53af89f,2022-06-07T13:02:26.419Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
1c179060-ac7c-4706-b813-688184156151,2023-03-07T21:54:59.471Z,A full body workout using isolated movements to strength and stretching those important sometimes forgotten about muscles. ,INTERMEDIATE,Evolve Bootcamp 10/24,THIRTY,CIRCUIT_STRENGTH
a94d2b2c-7632-432c-9f8d-62b2a1267d4f,2022-06-14T14:51:18.714Z,null,BEGINNER,Auto Generated Workout For Movement Split Squat,THIRTY,PURE_STRENGTH
32d967c5-b77c-45bc-8076-5382bb550b72,2022-06-13T06:54:04.078Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
a7045d50-00eb-490f-8232-3b67167375a8,2022-09-02T16:30:26.490Z,A quick assessment to evaluate your strength over your key muscle movements.,BEGINNER,Strength Assessment - UXR,TEN,PURE_STRENGTH
114f3eda-648c-4491-9759-82517f3ee75d,2022-09-06T23:01:33.373Z,,INTERMEDIATE,4 x 4 week 1 w/o 4,THIRTY,HIGH_VOLUME_TRAINING
42d03458-996e-4fd8-af7a-ee3e81ddadea,2022-06-08T12:37:09.257Z,null,BEGINNER,Auto Generated Workout For Movement Core Twist,THIRTY,PURE_STRENGTH
708fc598-3559-4906-9649-54e88de1d216,2023-06-06T09:35:42.899Z,,INTERMEDIATE,AARandom Sets,FIVE,MOBILITY
9ac8fbeb-fc2b-41c8-a67a-a6d97c983625,2022-06-13T12:17:49.454Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
494e8534-0292-4236-94c2-e48d29daf99a,2023-02-16T06:18:44.631Z,,INTERMEDIATE,Leg Day,TWENTY,CIRCUIT_STRENGTH
44802977-b826-4ad4-b0de-88e7c35bf965,2022-06-13T07:11:58.190Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
e75675b9-6409-4b1c-962f-39c0343cba05,2022-06-12T15:17:50.314Z,null,BEGINNER,Auto Generated Workout For Movement Bent-over Hamstring Curls,THIRTY,PURE_STRENGTH
413281c4-7561-47b6-b342-a8ece1663ce3,2022-06-12T13:44:40.390Z,null,BEGINNER,Auto Generated Workout For Movement Split Squat,THIRTY,PURE_STRENGTH
e91efd9e-a0fc-4060-a060-2d38cc3c1613,2022-06-13T13:29:26.503Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
327d16d9-b4bb-4ee1-b863-e1a2103e6553,2022-06-13T15:21:30.015Z,null,BEGINNER,Auto Generated Workout For Movement Hammer Curl,THIRTY,PURE_STRENGTH
a54cc443-d4e4-4326-b61c-387d3ea969de,2023-03-08T21:09:59.146Z,,INTERMEDIATE,Upper Reboot 7/12,FORTY_FIVE,CIRCUIT_STRENGTH
29698372-2409-4b6d-a0a1-e0ac0bac0d75,2022-06-08T18:55:46.064Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
7a4141de-64f2-493f-88bd-26b2502d8584,2022-10-05T20:45:25.591Z,"An adequte rest-interval strength training to create the desired V-shaped, muscular upper body that commands attention and showcases your dedication to fitness.",INTERMEDIATE,Bicep + Back 2/4,FORTY_FIVE,PURE_STRENGTH
11f9f0ed-242c-42d3-b9de-774e9666d3c4,2022-06-12T12:32:22.626Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
ac49002b-89a9-47cd-85eb-9d1ac62e7159,2023-02-28T22:00:02.757Z,This glutes and leg focused workout keeps your heart racing while also hitting your arms throughout.,INTERMEDIATE,Evolve Bootcamp 6/24,SIXTY,CIRCUIT_STRENGTH
c97ddd46-ba76-4a1a-9c9f-b68f46749648,2022-09-27T15:47:22.307Z,"Embrace the challenge of leg and shoulder day. Reap the rewards of increased strength, better aesthetics, and improved performance in all other lifts.",INTERMEDIATE,Shoulder + Legs 1/4,FORTY_FIVE,PURE_STRENGTH
0dc72d3b-4a9f-4d5c-af71-d2d9ce4ceee0,2022-06-08T12:36:03.948Z,null,BEGINNER,Auto Generated Workout For Movement Chest Press and Core Twist,THIRTY,PURE_STRENGTH
cd265acb-69d7-4d11-a918-1214add42042,2022-06-08T22:16:15.725Z,null,BEGINNER,Auto Generated Workout For Movement Pallof Press,THIRTY,PURE_STRENGTH
096f1554-ad8f-4a6e-8876-c4b5fca2daf4,2022-06-14T10:00:22.747Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
82ff156e-ed74-4667-867a-2dafbd0abf3f,2022-06-14T10:00:32.020Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
639248ce-297f-4a6b-a180-e178a314a7be,2022-06-08T12:38:24.250Z,null,BEGINNER,Auto Generated Workout For Movement Core Twist,THIRTY,PURE_STRENGTH
83b2d0f6-7e20-46a0-a392-31182f98a34f,2022-06-27T12:05:03.143Z,null,BEGINNER,Auto Generated Workout For Movement High Row and Core Twist,THIRTY,PURE_STRENGTH
bddb1e2b-30f9-4c36-8b84-32ae0be42929,2022-06-13T12:13:37.629Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
53b4ba2c-4ae2-4dad-ad36-253b3853f6f3,2022-09-22T18:20:48.140Z,Quick effective workout to warm up your lower body.,INTERMEDIATE,Lower body warmup - UXR,FIVE,MOBILITY
eeba9c4d-b655-4d75-8b30-5ce5f270a25c,2023-03-08T00:01:47.644Z,,INTERMEDIATE,Upper Reboot 6/12,FORTY_FIVE,CIRCUIT_STRENGTH
2dc274a3-1044-4696-8724-9f9a2bfe7fb3,2022-06-14T14:11:48.235Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
dbdbd912-025d-4ced-b47f-70b9e5922650,2022-06-12T10:26:59.100Z,null,BEGINNER,Auto Generated Workout For Movement Bicep Curl,THIRTY,PURE_STRENGTH
b9528594-0b3b-40ea-890b-ef46856587d4,2023-03-07T22:17:15.228Z,Burpees! We put them off as long as we could. Enjoy this full body workout with some great challenges all through the workout.,INTERMEDIATE,Evolve Bootcamp 12/24,SIXTY,CIRCUIT_STRENGTH
d3005ab6-2fee-44b0-8a00-a1445b34b907,2022-06-13T15:19:44.017Z,null,BEGINNER,Auto Generated Workout For Movement Hammer Curl,THIRTY,PURE_STRENGTH
b03798bf-fdda-4179-8cfe-7e1ca304a8f2,2023-01-12T20:13:37.162Z,A full-body workout that focuses on compound movements and high-intensity exercises to improve cardio while gaining real strength.,INTERMEDIATE,Evolve Bootcamp 2/24,FORTY_FIVE,CIRCUIT_STRENGTH
5717428b-bd76-452f-b34e-9290d165f5d3,2022-06-07T10:02:24.849Z,null,BEGINNER,Auto Generated Workout For Movement Reverse Fly,THIRTY,PURE_STRENGTH
44d4b12f-411f-4720-a56b-3beac8721452,2022-06-12T13:45:25.604Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
808018f0-2d9a-4f73-b354-f215fe3b5636,2022-06-13T13:45:13.467Z,null,BEGINNER,Auto Generated Workout For Movement Core Twist,THIRTY,PURE_STRENGTH
e2fab862-1eaa-4d06-895a-b930a0f626db,2022-06-14T14:41:43.596Z,null,BEGINNER,Auto Generated Workout For Movement Hammer Curl,THIRTY,PURE_STRENGTH
d616645c-a277-48ab-bc3a-13b976b34d36,2022-06-13T11:19:17.084Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
f1fcdd89-5412-4b77-9eb6-7df63b0a5a86,2022-08-17T13:19:51.773Z,null,BEGINNER,Auto Generated Workout For Movement Single Leg Deadlift,THIRTY,PURE_STRENGTH
dd9d3fb2-6669-4cc3-924f-36f4f5d80f74,2022-06-13T11:14:54.158Z,null,BEGINNER,Auto Generated Workout For Movement Bent-over Tricep Extension,THIRTY,PURE_STRENGTH
45ad8d6e-7875-4981-ba97-ee3aff239c90,2022-06-07T14:32:01.304Z,null,BEGINNER,Auto Generated Workout For Movement Tricep Pushdown,THIRTY,PURE_STRENGTH
2d61b98b-29ea-46ae-b074-334541a604c1,2022-06-13T11:47:50.860Z,null,BEGINNER,Auto Generated Workout For Movement Side Plank,THIRTY,PURE_STRENGTH
04f017d5-ff17-4683-96ed-5ce83e93f8ea,2023-05-14T15:45:42.936Z,null,BEGINNER,Warnings Test,FIVE,PURE_STRENGTH
6ff5dcd5-0327-4d4f-a682-1e454eda607f,2022-04-22T16:43:58.910Z,,BEGINNER,"Stop, Drop and Sweat",TEN,MUSCLE_ENDURANCE
34d44af3-9208-4bd6-96e5-4c02044b5ab1,2022-10-17T20:58:12.970Z,"Strengthen these muscle groups to elevate your pulling power, enhance posture, and contribute to a well-rounded, balanced, and powerful physique.",INTERMEDIATE,Bicep + Back 3/4,FORTY_FIVE,PURE_STRENGTH
398acf37-81d5-445a-baf7-fbe80f75fd03,2022-06-07T10:03:37.957Z,null,BEGINNER,Auto Generated Workout For Movement Reverse Fly,THIRTY,PURE_STRENGTH
